diff_mean,disp_mean,rel_mean,ranker,source,group,subgroup,theta,hfunc,augmentation,val_metric,feature_method,num_features,balancing_factor,ranker_config
0.4724621,0.22866204999999998,0.15577239999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,author,one,9,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_author_one_9_min
0.47542505,0.2789458,0.1794328,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,99,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_99_linear
0.47542505,0.2789458,0.1794328,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,99,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_99_max
0.49672109999999997,0.27503375,0.16682880000000003,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,99,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_99_min
0.45362564999999994,0.21984645,0.16078274999999997,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,9,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_9_linear
0.45986590000000005,0.2222306,0.15885465,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,9,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_9_max
0.46654824999999994,0.22433885000000003,0.15656774999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.5,doc,,9,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.5_doc_9_min
0.4911721,0.27531135000000007,0.16974209999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,99,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_99_linear
0.4911721,0.27531135000000007,0.16974209999999998,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,99,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_99_max
0.48248860000000005,0.2734590499999999,0.1731576,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,99,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_99_min
0.46895375,0.2202475,0.15331925,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,9,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_9_linear
0.4731734,0.22375450000000002,0.15296300000000002,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,9,max,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_9_max
0.4785672000000001,0.2240307,0.15040420000000002,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,ind,9,min,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_ind_9_min
0.5023329,0.28395170000000003,0.1684819,ac,lm_mrfr_err_aug0.5_mpt_15_0.9,author,none,99,linear,,,,,,ac_lm_mrfr_err_aug0.5_mpt_15_0.9_author_none_99_linear
